Date,Close
2010-06-29,4.8
2010-06-30,4.8
2010-07-01,4.4
2010-07-02,3.8
2010-07-06,3.2
2010-07-07,3.2
2010-07-08,3.5
2010-07-09,3.5
2010-07-12,3.4
2010-07-13,3.6
2010-07-14,4.0
2010-07-15,4.0
2010-07-16,4.1
2010-07-19,4.4
2010-07-20,4.1
2010-07-21,4.0
2010-07-22,4.2
2010-07-23,4.3
2010-07-26,4.2
2010-07-27,4.1
2010-07-28,4.1
2010-07-29,4.1
2010-07-30,4.0
2010-08-02,4.2
2010-08-03,4.4
2010-08-04,4.3
2010-08-05,4.1
2010-08-06,3.9
2010-08-09,3.9
2010-08-10,3.8
2010-08-11,3.6
2010-08-12,3.5
2010-08-13,3.7
2010-08-16,3.8
2010-08-17,3.8
2010-08-18,3.8
2010-08-19,3.8
2010-08-20,3.8
2010-08-23,4.0
2010-08-24,3.8
2010-08-25,4.0
2010-08-26,4.0
2010-08-27,3.9
2010-08-30,4.0
2010-08-31,3.9
2010-09-01,4.1
2010-09-02,4.2
2010-09-03,4.2
2010-09-07,4.1
2010-09-08,4.2
2010-09-09,4.1
2010-09-10,4.0
2010-09-13,4.1
2010-09-14,4.2
2010-09-15,4.4
2010-09-16,4.2
2010-09-17,4.0
2010-09-20,4.2
2010-09-21,4.2
2010-09-22,4.0
2010-09-23,3.9
2010-09-24,4.0
2010-09-27,4.1
2010-09-28,4.3
2010-09-29,4.4
2010-09-30,4.1
2010-10-01,4.1
2010-10-04,4.2
2010-10-05,4.2
2010-10-06,4.1
2010-10-07,4.1
2010-10-08,4.1
2010-10-11,4.0
2010-10-12,4.0
2010-10-13,4.1
2010-10-14,4.2
2010-10-15,4.1
2010-10-18,4.0
2010-10-19,4.0
2010-10-20,4.1
2010-10-21,4.2
2010-10-22,4.1
2010-10-25,4.2
2010-10-26,4.3
2010-10-27,4.2
2010-10-28,4.2
2010-10-29,4.4
2010-11-01,4.3
2010-11-02,4.2
2010-11-03,4.4
2010-11-04,5.0
2010-11-05,4.9
2010-11-08,5.0
2010-11-09,4.9
2010-11-10,5.9
2010-11-11,5.6
2010-11-12,6.0
2010-11-15,6.2
2010-11-16,5.9
2010-11-17,5.9
2010-11-18,6.0
2010-11-19,6.2
2010-11-22,6.7
2010-11-23,6.9
2010-11-24,7.1
2010-11-26,7.1
2010-11-29,6.9
2010-11-30,7.1
2010-12-01,6.9
2010-12-02,6.5
2010-12-03,6.3
2010-12-06,6.1
2010-12-07,6.3
2010-12-08,6.5
2010-12-09,6.4
2010-12-10,6.3
2010-12-13,6.1
2010-12-14,5.7
2010-12-15,5.9
2010-12-16,6.2
2010-12-17,6.3
2010-12-20,6.3
2010-12-21,6.5
2010-12-22,6.5
2010-12-23,6.0
2010-12-27,5.1
2010-12-28,5.3
2010-12-29,5.5
2010-12-30,5.3
2010-12-31,5.3
2011-01-03,5.3
2011-01-04,5.3
2011-01-05,5.4
2011-01-06,5.6
2011-01-07,5.6
2011-01-10,5.7
2011-01-11,5.4
2011-01-12,5.4
2011-01-13,5.2
2011-01-14,5.2
2011-01-18,5.1
2011-01-19,4.8
2011-01-20,4.5
2011-01-21,4.6
2011-01-24,4.9
2011-01-25,4.9
2011-01-26,4.9
2011-01-27,5.0
2011-01-28,4.8
2011-01-31,4.8
2011-02-01,4.8
2011-02-02,4.8
2011-02-03,4.7
2011-02-04,4.7
2011-02-07,4.6
2011-02-08,4.9
2011-02-09,4.6
2011-02-10,4.6
2011-02-11,4.7
2011-02-14,4.6
2011-02-15,4.6
2011-02-16,4.9
2011-02-17,4.7
2011-02-18,4.6
2011-02-22,4.4
2011-02-23,4.4
2011-02-24,4.5
2011-02-25,4.7
2011-02-28,4.8
2011-03-01,4.8
2011-03-02,4.8
2011-03-03,4.9
2011-03-04,5.0
2011-03-07,5.0
2011-03-08,4.9
2011-03-09,4.9
2011-03-10,4.8
2011-03-11,4.8
2011-03-14,4.7
2011-03-15,4.6
2011-03-16,4.6
2011-03-17,4.6
2011-03-18,4.6
2011-03-21,4.5
2011-03-22,4.4
2011-03-23,4.4
2011-03-24,4.5
2011-03-25,4.6
2011-03-28,4.7
2011-03-29,4.8
2011-03-30,4.7
2011-03-31,5.6
2011-04-01,5.3
2011-04-04,5.2
2011-04-05,5.3
2011-04-06,5.3
2011-04-07,5.4
2011-04-08,5.3
2011-04-11,5.1
2011-04-12,4.9
2011-04-13,5.0
2011-04-14,5.0
2011-04-15,5.1
2011-04-18,5.0
2011-04-19,5.0
2011-04-20,5.2
2011-04-21,5.3
2011-04-25,5.3
2011-04-26,5.4
2011-04-27,5.4
2011-04-28,5.5
2011-04-29,5.5
2011-05-02,5.5
2011-05-03,5.4
2011-05-04,5.3
2011-05-05,5.3
2011-05-06,5.4
2011-05-09,5.6
2011-05-10,5.7
2011-05-11,5.4
2011-05-12,5.5
2011-05-13,5.5
2011-05-16,5.3
2011-05-17,5.2
2011-05-18,5.3
2011-05-19,5.6
2011-05-20,5.6
2011-05-23,5.4
2011-05-24,5.3
2011-05-25,5.8
2011-05-26,5.9
2011-05-27,5.9
2011-05-31,6.0
2011-06-01,5.7
2011-06-02,5.8
2011-06-03,6.0
2011-06-06,5.7
2011-06-07,5.7
2011-06-08,5.4
2011-06-09,5.5
2011-06-10,5.6
2011-06-13,5.7
2011-06-14,5.7
